2008-04-01,"[SH600117, SH600141, SH600158, SH600299, SH600316, SH600590, SH600594, SH600693, SH600760, SH600962, SZ000153, SZ000417, SZ000419, SZ000716, SZ000860, SZ002086, SZ002097, SZ002211, SZ002212, SZ002220]"
2008-05-01,"[SH600117, SH600141, SH600158, SH600202, SH600299, SH600316, SH600423, SH600527, SH600590, SH600594, SH600693, SH600694, SH600760, SH600962, SH600995, SZ000153, SZ000417, SZ000419, SZ000635, SZ000716, SZ000759, SZ000860, SZ000980, SZ002029, SZ002068, SZ002086, SZ002093, SZ002097, SZ002132, SZ002164, SZ002170, SZ002171, SZ002177, SZ002210, SZ002211, SZ002212, SZ002219, SZ002220]"
2008-06-01,"[SH600141, SH600158, SH600202, SH600299, SH600316, SH600423, SH600527, SH600590, SH600594, SH600693, SH600694, SH600760, SH600962, SH600995, SZ000153, SZ000417, SZ000860, SZ000980, SZ002038, SZ002063, SZ002093, SZ002097, SZ002170, SZ002219, SZ002220, SZ002226, SZ002232, SZ002233, SZ002237, SZ002239, SZ002242]"
2008-07-01,"[SH600069, SH600072, SH600107, SH600141, SH600161, SH600230, SH600279, SH600360, SH600423, SH600508, SH600616, SH600859, SZ000823, SZ000826, SZ002010, SZ002237, SZ002250, SZ002251, SZ002255]"
2008-08-01,"[SH600069, SH600072, SH600107, SH600141, SH600161, SH600206, SH600230, SH600279, SH600360, SH600423, SH600508, SH600536, SH600616, SH600979, SH600995, SZ000823, SZ000826, SZ000957, SZ002010, SZ002052, SZ002093, SZ002132, SZ002170, SZ002179, SZ002197, SZ002232, SZ002237, SZ002250, SZ002255]"
2008-09-01,"[SH600069, SH600072, SH600107, SH600141, SH600161, SH600206, SH600230, SH600279, SH600360, SH600423, SH600508, SH600616, SH600995, SZ000823, SZ002010, SZ002073, SZ002237, SZ002242]"
2008-10-01,"[SH600072, SH600141, SH600206, SH600486, SH600594, SH600694, SH600858, SH600859, SH600897, SH600962, SH600979, SZ000026, SZ000417, SZ000826, SZ002070, SZ002165, SZ002179, SZ002194, SZ002242, SZ002258]"
2008-11-01,"[SH600072, SH600141, SH600206, SH600594, SH600693, SH600897, SH600962, SH600979, SZ000026, SZ000826, SZ002068, SZ002070, SZ002165, SZ002242, SZ002264]"
2008-12-01,"[SH600072, SH600141, SH600206, SH600233, SH600486, SH600594, SH600693, SH600694, SH600897, SH600962, SH600979, SZ000026, SZ000963, SZ002068, SZ002070, SZ002165, SZ002179, SZ002194, SZ002206, SZ002258, SZ002264]"
2009-01-01,"[SH600138, SH600161, SH600202, SH600501, SH600590, SH600897, SH600983, SZ000153, SZ000553, SZ000759, SZ000860, SZ000869, SZ002073, SZ002100, SZ002115, SZ002167, SZ002197, SZ002210, SZ002212, SZ002218, SZ002220, SZ002223, SZ002250, SZ002271, SZ002272]"
2009-02-01,"[SH600138, SH600161, SH600202, SH600501, SH600590, SH600897, SZ000153, SZ000553, SZ000759, SZ000860, SZ000869, SZ002073, SZ002086, SZ002210, SZ002212, SZ002218, SZ002223, SZ002226, SZ002250, SZ002271, SZ002272]"
2009-03-01,"[SH600138, SH600161, SH600202, SH600501, SH600590, SH600897, SH600983, SZ000153, SZ000553, SZ000759, SZ000860, SZ002073, SZ002086, SZ002100, SZ002115, SZ002197, SZ002210, SZ002212, SZ002216, SZ002218, SZ002220, SZ002250, SZ002251, SZ002271, SZ002272]"
2009-04-01,"[SH600072, SH600458, SH600760, SH600763, SH600831, SH600858, SH600979, SH600995, SZ000020, SZ000417, SZ000521, SZ000597, SZ002028, SZ002052, SZ002063, SZ002070, SZ002089, SZ002100, SZ002121, SZ002165, SZ002179, SZ002194, SZ002197, SZ002206, SZ002215, SZ002271]"
2009-05-01,"[SH600072, SH600458, SH600760, SH600763, SH600831, SH600858, SH600979, SH600995, SZ000020, SZ000417, SZ000521, SZ000597, SZ002028, SZ002052, SZ002063, SZ002070, SZ002089, SZ002100, SZ002121, SZ002123, SZ002165, SZ002179, SZ002194, SZ002197, SZ002206, SZ002223]"
2009-06-01,"[SH600072, SH600458, SH600760, SH600763, SH600831, SH600979, SH600995, SZ000020, SZ000417, SZ000521, SZ000597, SZ002028, SZ002052, SZ002063, SZ002070, SZ002089, SZ002121, SZ002123, SZ002165, SZ002179, SZ002194]"
2009-07-01,"[SH600138, SH600202, SH600391, SH600590, SH600760, SH600891, SH600897, SH600983, SZ000417, SZ000826, SZ002032, SZ002045, SZ002046, SZ002068, SZ002123, SZ002150, SZ002165, SZ002210, SZ002223, SZ002255, SZ002272]"
2009-08-01,"[SH600138, SH600202, SH600391, SH600760, SH600891, SH600897, SH600983, SZ000020, SZ000417, SZ000869, SZ002032, SZ002045, SZ002046, SZ002068, SZ002123, SZ002150, SZ002153, SZ002165, SZ002210, SZ002223, SZ002255, SZ002272]"
2009-09-01,"[SH600138, SH600202, SH600391, SH600590, SH600760, SH600891, SH600897, SH600983, SZ000020, SZ000417, SZ000826, SZ002032, SZ002045, SZ002046, SZ002068, SZ002123, SZ002150, SZ002165, SZ002210, SZ002223, SZ002255, SZ002272]"
2009-10-01,"[SH600375, SH600446, SH600458, SH600760, SH600983, SZ000404, SZ000419, SZ000521, SZ000606, SZ000759, SZ000826, SZ000910, SZ002007, SZ002063, SZ002070, SZ002073, SZ002100, SZ002121, SZ002130, SZ002132, SZ002167, SZ002232, SZ002255]"
2009-11-01,"[SH600446, SH600458, SH600760, SH600983, SZ000404, SZ000419, SZ000521, SZ000606, SZ000759, SZ000826, SZ000910, SZ002007, SZ002029, SZ002032, SZ002063, SZ002070, SZ002073, SZ002093, SZ002100, SZ002121, SZ002130, SZ002132, SZ002140, SZ002158, SZ002167, SZ002223, SZ002232, SZ002250, SZ002255]"
2009-12-01,"[SH600446, SH600458, SH600760, SH600983, SZ000404, SZ000419, SZ000521, SZ000606, SZ000759, SZ000910, SZ002007, SZ002029, SZ002032, SZ002063, SZ002070, SZ002073, SZ002100, SZ002121, SZ002130, SZ002132, SZ002158, SZ002223, SZ002226, SZ002232, SZ002250, SZ002255]"
2010-01-01,"[SH600072, SH600337, SH600458, SH600536, SH600559, SH600612, SH600629, SH600729, SH600763, SH600858, SH600859, SZ000404, SZ000417, SZ000606, SZ000759, SZ000963, SZ002007, SZ002011, SZ002028, SZ002032, SZ002063, SZ002068, SZ002070, SZ002073, SZ002097, SZ002123, SZ002130, SZ002138, SZ002140, SZ002151, SZ002165, SZ002169, SZ002206, SZ002215, SZ002219, SZ002220, SZ002225, SZ002232, SZ002233, SZ002293, SZ300004, SZ300030, SZ300033]"
2010-02-01,"[SH600072, SH600337, SH600458, SH600536, SH600559, SH600612, SH600629, SH600763, SH600858, SZ000404, SZ000417, SZ000606, SZ000963, SZ002028, SZ002063, SZ002068, SZ002070, SZ002073, SZ002097, SZ002123, SZ002130, SZ002138, SZ002140, SZ002151, SZ002158, SZ002167, SZ002169, SZ002206, SZ002225, SZ002232, SZ002233, SZ002293, SZ002329, SZ002332, SZ002333, SZ002334, SZ002341, SZ002347, SZ300022, SZ300033]"
2010-03-01,"[SH600072, SH600337, SH600458, SH600536, SH600559, SH600612, SH600629, SH600763, SH600858, SZ000404, SZ000417, SZ000606, SZ000759, SZ000963, SZ002007, SZ002028, SZ002032, SZ002063, SZ002068, SZ002070, SZ002073, SZ002097, SZ002123, SZ002130, SZ002138, SZ002140, SZ002151, SZ002158, SZ002165, SZ002167, SZ002169, SZ002219, SZ002220, SZ002225, SZ002232, SZ002233, SZ002293, SZ002294, SZ002329, SZ002332, SZ002333, SZ002341, SZ002348, SZ002351, SZ002353, SZ002355, SZ300004, SZ300005, SZ300014, SZ300015, SZ300020, SZ300022, SZ300030, SZ300052, SZ300057]"
2010-04-01,"[SH600081, SH600298, SH600337, SH600375, SH600480, SH600570, SH600629, SH600693, SH600765, SZ000020, SZ000026, SZ000055, SZ000070, SZ000419, SZ000428, SZ000501, SZ000558, SZ000638, SZ000910, SZ002121, SZ002220, SZ002248, SZ002250, SZ002255, SZ002271, SZ002272, SZ002291, SZ002317, SZ002327, SZ002334, SZ002341, SZ002348, SZ002358, SZ002368, SZ002372, SZ002376, SZ300006, SZ300011, SZ300012, SZ300016, SZ300018, SZ300025, SZ300034, SZ300036, SZ300043, SZ300050, SZ300053, SZ300054, SZ300055]"
2010-05-01,"[SH600081, SH600298, SH600337, SH600375, SH600480, SH600570, SH600629, SH600693, SH600765, SZ000020, SZ000026, SZ000055, SZ000070, SZ000419, SZ000428, SZ000501, SZ000558, SZ000638, SZ000910, SZ002029, SZ002121, SZ002132, SZ002153, SZ002220, SZ002248, SZ002250, SZ002271, SZ002272, SZ002291, SZ002306, SZ002317, SZ002341, SZ002348, SZ002358, SZ002359, SZ002368, SZ002372, SZ002376, SZ002387, SZ300012, SZ300018, SZ300025, SZ300034, SZ300053, SZ300054, SZ300067, SZ300074, SZ300075, SZ300078]"
2010-06-01,"[SH600081, SH600337, SH600375, SH600480, SH600570, SH600629, SH600693, SH600765, SZ000020, SZ000026, SZ000055, SZ000070, SZ000419, SZ000428, SZ000501, SZ000558, SZ000596, SZ000638, SZ000910, SZ002038, SZ002066, SZ002121, SZ002132, SZ002220, SZ002223, SZ002248, SZ002250, SZ002255, SZ002291, SZ002306, SZ002317, SZ002327, SZ002334, SZ002341, SZ002348, SZ002359, SZ002372, SZ002376, SZ002387, SZ300006, SZ300011, SZ300012, SZ300013, SZ300016, SZ300018, SZ300025, SZ300034, SZ300036, SZ300053, SZ300078]"
2010-07-01,"[SH600072, SH600199, SH600290, SH600587, SH600612, SH600693, SH600694, SH600779, SH600831, SH600987, SZ000501, SZ000759, SZ002032, SZ002063, SZ002066, SZ002073, SZ002100, SZ002115, SZ002121, SZ002123, SZ002130, SZ002140, SZ002165, SZ002167, SZ002169, SZ002179, SZ002233, SZ002242, SZ002251, SZ002271, SZ300010, SZ300022, SZ300044, SZ300051, SZ300089]"
2010-08-01,"[SH600072, SH600199, SH600290, SH600587, SH600612, SH600694, SH600779, SH600831, SH600985, SH600987, SZ000501, SZ000759, SZ002003, SZ002063, SZ002066, SZ002070, SZ002073, SZ002100, SZ002115, SZ002121, SZ002123, SZ002130, SZ002140, SZ002165, SZ002167, SZ002169, SZ002179, SZ002187, SZ002219, SZ002233, SZ002242, SZ002271, SZ002313, SZ002320, SZ002449, SZ300010, SZ300022, SZ300044, SZ300087, SZ300089]"
2010-09-01,"[SH600072, SH600199, SH600290, SH600587, SH600612, SH600693, SH600694, SH600779, SH600831, SH600985, SH600987, SZ000501, SZ000759, SZ000963, SZ002003, SZ002032, SZ002063, SZ002066, SZ002070, SZ002073, SZ002100, SZ002115, SZ002121, SZ002123, SZ002130, SZ002140, SZ002151, SZ002165, SZ002167, SZ002169, SZ002179, SZ002187, SZ002219, SZ002233, SZ002242, SZ002251, SZ002271, SZ002313, SZ002320, SZ002327, SZ002329, SZ002412, SZ002449, SZ300006, SZ300010, SZ300022, SZ300044, SZ300051, SZ300087, SZ300089]"
2010-10-01,"[SH600138, SH600161, SH600337, SH600361, SH600375, SH600458, SH600570, SH600629, SH600693, SH600694, SH600831, SH600858, SZ000026, SZ000028, SZ000055, SZ000419, SZ000428, SZ000564, SZ002123, SZ002179, SZ002197, SZ002220, SZ002233, SZ002242, SZ002301, SZ002306, SZ002307, SZ002368, SZ300005, SZ300014, SZ300015, SZ300020, SZ300048]"
2010-11-01,"[SH600138, SH600161, SH600337, SH600361, SH600375, SH600458, SH600559, SH600570, SH600587, SH600629, SH600693, SH600694, SH600831, SH600858, SZ000026, SZ000028, SZ000055, SZ000417, SZ000419, SZ000428, SZ000564, SZ002123, SZ002179, SZ002197, SZ002220, SZ002223, SZ002233, SZ002242, SZ002272, SZ002291, SZ002292, SZ002301, SZ002306, SZ002307, SZ002320, SZ002341, SZ002355, SZ002368, SZ002441, SZ300005, SZ300012, SZ300014, SZ300015, SZ300016, SZ300020, SZ300022, SZ300025, SZ300030, SZ300039, SZ300048, SZ300071, SZ300082, SZ300096]"
2010-12-01,"[SH600138, SH600161, SH600337, SH600361, SH600375, SH600458, SH600559, SH600570, SH600587, SH600629, SH600693, SH600694, SH600765, SH600831, SH600858, SZ000026, SZ000028, SZ000055, SZ000417, SZ000419, SZ000428, SZ000564, SZ002123, SZ002179, SZ002197, SZ002220, SZ002223, SZ002233, SZ002242, SZ002272, SZ002291, SZ002292, SZ002301, SZ002306, SZ002307, SZ002320, SZ002353, SZ002355, SZ002368, SZ002441, SZ300005, SZ300010, SZ300012, SZ300014, SZ300016, SZ300020, SZ300022, SZ300025, SZ300030, SZ300082, SZ300096]"
2011-01-01,"[SH600290, SH600587, SH600612, SH600763, SH600765, SH600831, SH600960, SH600987, SH601177, SZ000020, SZ000026, SZ000070, SZ000417, SZ000558, SZ000759, SZ000789, SZ002003, SZ002029, SZ002063, SZ002066, SZ002070, SZ002073, SZ002089, SZ002097, SZ002100, SZ002138, SZ002139, SZ002140, SZ002153, SZ002158, SZ002161, SZ002163, SZ002167, SZ002233, SZ002250, SZ002271, SZ002291, SZ002292, SZ002306, SZ002307, SZ002327, SZ002372, SZ002479, SZ002483, SZ002484, SZ002508, SZ002521, SZ002522, SZ300011, SZ300014, SZ300017, SZ300034, SZ300039, SZ300048, SZ300050, SZ300051, SZ300118, SZ300123, SZ300145, SZ300153]"
2011-02-01,"[SH600184, SH600290, SH600405, SH600723, SH600763, SH600831, SH600897, SH600960, SH600987, SH601177, SZ000070, SZ000558, SZ000759, SZ000789, SZ002063, SZ002073, SZ002089, SZ002097, SZ002138, SZ002139, SZ002158, SZ002161, SZ002163, SZ002167, SZ002233, SZ002271, SZ002306, SZ002307, SZ002372, SZ002479, SZ002480, SZ002483, SZ002508, SZ002522, SZ002543, SZ300011, SZ300017, SZ300048, SZ300113, SZ300118, SZ300134, SZ300137, SZ300145]"
2011-03-01,"[SH600184, SH600290, SH600405, SH600587, SH600612, SH600723, SH600763, SH600831, SH600897, SH600960, SH600987, SH601177, SZ000020, SZ000070, SZ000558, SZ000716, SZ000759, SZ000789, SZ002003, SZ002029, SZ002063, SZ002066, SZ002070, SZ002073, SZ002089, SZ002097, SZ002100, SZ002138, SZ002139, SZ002140, SZ002158, SZ002161, SZ002167, SZ002187, SZ002197, SZ002233, SZ002271, SZ002292, SZ002306, SZ002307, SZ002334, SZ002372, SZ002441, SZ002479, SZ002483, SZ002487, SZ002488, SZ002508, SZ002512, SZ002543, SZ002545, SZ300011, SZ300014, SZ300017, SZ300030, SZ300036, SZ300047, SZ300048, SZ300086, SZ300118, SZ300137, SZ300160, SZ300171]"
2011-04-01,"[SH600199, SH600449, SH600458, SH600480, SH600559, SH600570, SH600587, SH600729, SH600778, SH600830, SH600983, SZ000789, SZ000790, SZ000869, SZ002003, SZ002038, SZ002055, SZ002063, SZ002073, SZ002100, SZ002121, SZ002123, SZ002130, SZ002161, SZ002165, SZ002167, SZ002219, SZ002223, SZ002306, SZ002355, SZ002484, SZ002501, SZ002512, SZ002524, SZ300014, SZ300022, SZ300048, SZ300082, SZ300160]"
2011-05-01,"[SH600199, SH600449, SH600458, SH600480, SH600570, SH600587, SH600723, SH600729, SH600778, SH600830, SH600983, SZ000789, SZ000790, SZ000869, SZ002003, SZ002032, SZ002038, SZ002063, SZ002073, SZ002101, SZ002123, SZ002130, SZ002161, SZ002165, SZ002167, SZ002215, SZ002219, SZ002306, SZ002355, SZ002424, SZ002501, SZ002524, SZ002543, SZ002551, SZ300006, SZ300022, SZ300025, SZ300169, SZ300202, SZ300207]"
2011-06-01,"[SH600199, SH600279, SH600458, SH600480, SH600570, SH600723, SH600778, SH600830, SH600983, SZ000789, SZ000790, SZ002003, SZ002073, SZ002100, SZ002121, SZ002123, SZ002151, SZ002161, SZ002165, SZ002167, SZ002219, SZ002406, SZ002424, SZ002524, SZ300005, SZ300011, SZ300022, SZ300048, SZ300080, SZ300082, SZ300169, SZ300219, SZ300221, SZ300224]"
2011-07-01,"[SH600080, SH600184, SH600612, SH600831, SZ000026, SZ000789, SZ000799, SZ000860, SZ000862, SZ002055, SZ002063, SZ002089, SZ002108, SZ002123, SZ002140, SZ002151, SZ002167, SZ002306, SZ002307, SZ002376, SZ002387, SZ002441, SZ002488, SZ002522, SZ002564, SZ002574, SZ300007, SZ300012, SZ300034, SZ300036, SZ300048, SZ300078, SZ300080, SZ300224]"
2011-08-01,"[SH600080, SH600184, SH600612, SH600831, SZ000026, SZ000789, SZ000799, SZ000860, SZ000862, SZ002055, SZ002063, SZ002089, SZ002108, SZ002123, SZ002140, SZ002151, SZ002167, SZ002307, SZ002313, SZ002341, SZ002353, SZ002372, SZ002376, SZ002412, SZ002441, SZ002484, SZ002488, SZ002545, SZ002564, SZ002574, SZ300017, SZ300048, SZ300078, SZ300080, SZ300204, SZ300224, SZ300244]"
2011-09-01,"[SH600080, SH600831, SZ000026, SZ000789, SZ000799, SZ000860, SZ002055, SZ002063, SZ002089, SZ002108, SZ002115, SZ002123, SZ002151, SZ002158, SZ002167, SZ002250, SZ002301, SZ002307, SZ002329, SZ002341, SZ002387, SZ002412, SZ002564, SZ002568, SZ300012, SZ300017, SZ300034, SZ300036, SZ300048, SZ300051, SZ300078, SZ300080, SZ300224, SZ300244]"
2011-10-01,"[SH600072, SH600080, SH600199, SH600242, SH600778, SH600983, SH600987, SH601113, SH601566, SZ000070, SZ000799, SZ000812, SZ000860, SZ000862, SZ000868, SZ002089, SZ002139, SZ002412, SZ002424, SZ002479, SZ002546, SZ002574, SZ300005, SZ300163, SZ300183, SZ300224, SZ300239, SZ300256]"
2011-11-01,"[SH600072, SH600080, SH600161, SH600199, SH600242, SH600778, SH600983, SH600987, SH601113, SH601566, SZ000070, SZ000799, SZ000812, SZ000860, SZ000862, SZ000868, SZ000906, SZ002038, SZ002063, SZ002089, SZ002139, SZ002151, SZ002271, SZ002294, SZ002296, SZ002329, SZ002334, SZ002341, SZ002358, SZ002412, SZ002441, SZ002479, SZ002501, SZ002512, SZ002518, SZ002546, SZ002574, SZ002605, SZ300004, SZ300005, SZ300017, SZ300051, SZ300089, SZ300096, SZ300123, SZ300136, SZ300137, SZ300149, SZ300150, SZ300154, SZ300163, SZ300183, SZ300203, SZ300214, SZ300224, SZ300239, SZ300253, SZ300256]"
2011-12-01,"[SH600072, SH600080, SH600161, SH600199, SH600242, SH600778, SH600983, SH600987, SH601113, SH601566, SZ000070, SZ000799, SZ000812, SZ000860, SZ000862, SZ000868, SZ002038, SZ002063, SZ002089, SZ002139, SZ002140, SZ002151, SZ002271, SZ002294, SZ002296, SZ002317, SZ002329, SZ002341, SZ002394, SZ002412, SZ002441, SZ002501, SZ002512, SZ002546, SZ002554, SZ002574, SZ002589, SZ002605, SZ300004, SZ300005, SZ300017, SZ300051, SZ300089, SZ300096, SZ300100, SZ300110, SZ300113, SZ300123, SZ300137, SZ300149, SZ300154, SZ300183, SZ300199, SZ300203, SZ300204, SZ300208, SZ300214, SZ300224, SZ300239, SZ300253, SZ300256]"
2012-01-01,"[SH600080, SH600458, SH600570, SH600778, SH600983, SZ000564, SZ000860, SZ002073, SZ002123, SZ002223, SZ002250, SZ002447, SZ002512, SZ002524, SZ002564, SZ002635, SZ002642, SZ300017, SZ300019, SZ300022, SZ300030, SZ300047, SZ300071, SZ300096, SZ300150, SZ300204, SZ300263, SZ300265, SZ300278]"
2012-02-01,"[SH600080, SH600458, SH600559, SH600570, SH600778, SH600830, SH600983, SZ000860, SZ002073, SZ002223, SZ002329, SZ002512, SZ002524, SZ002564, SZ300017, SZ300022, SZ300030, SZ300047, SZ300071, SZ300096, SZ300150, SZ300169, SZ300263, SZ300278]"
2012-03-01,"[SH600080, SH600279, SH600458, SH600559, SH600570, SH600763, SH600830, SH600983, SZ000564, SZ000860, SZ002073, SZ002123, SZ002223, SZ002294, SZ002309, SZ002329, SZ002447, SZ002474, SZ002483, SZ002512, SZ002524, SZ002564, SZ002611, SZ002635, SZ002642, SZ300007, SZ300017, SZ300022, SZ300030, SZ300047, SZ300053, SZ300071, SZ300096, SZ300105, SZ300150, SZ300154, SZ300169, SZ300177, SZ300231, SZ300263, SZ300265, SZ300271, SZ300278]"
2012-04-01,"[SH600161, SH600336, SH600587, SH600831, SZ000017, SZ000610, SZ000799, SZ002063, SZ002089, SZ002271, SZ002494, SZ002501, SZ002512, SZ002597, SZ002619, SZ002628, SZ002635, SZ002641, SZ002642, SZ002646, SZ002656, SZ002657, SZ002661, SZ002662, SZ002664, SZ300005, SZ300017, SZ300025, SZ300048, SZ300051, SZ300071, SZ300087, SZ300123, SZ300128, SZ300148, SZ300204, SZ300256, SZ300258, SZ300273, SZ300289, SZ300293, SZ300297, SZ300298, SZ300301, SZ300302]"
2012-05-01,"[SH600161, SH600336, SH600587, SH600831, SH601313, SH603001, SZ000017, SZ000610, SZ000799, SZ002063, SZ002271, SZ002296, SZ002313, SZ002412, SZ002441, SZ002501, SZ002512, SZ002619, SZ002628, SZ002642, SZ002646, SZ002661, SZ002662, SZ002664, SZ002671, SZ300017, SZ300048, SZ300051, SZ300071, SZ300087, SZ300089, SZ300128, SZ300148, SZ300158, SZ300204, SZ300258, SZ300297, SZ300298, SZ300301, SZ300308, SZ300310, SZ300311]"
2012-06-01,"[SH600161, SH600336, SH600587, SH600831, SH603001, SZ000017, SZ000610, SZ000799, SZ002063, SZ002089, SZ002140, SZ002271, SZ002296, SZ002313, SZ002334, SZ002358, SZ002412, SZ002417, SZ002501, SZ002512, SZ002548, SZ002597, SZ002612, SZ002619, SZ002628, SZ002635, SZ002641, SZ002642, SZ002646, SZ002657, SZ002662, SZ002664, SZ002671, SZ002674, SZ300005, SZ300017, SZ300025, SZ300048, SZ300051, SZ300071, SZ300087, SZ300128, SZ300148, SZ300169, SZ300204, SZ300214, SZ300215, SZ300256, SZ300258, SZ300269, SZ300273, SZ300289, SZ300297, SZ300298, SZ300310]"
2012-07-01,"[SH600161, SH600199, SH600559, SH600613, SH600858, SH601566, SZ000790, SZ002139, SZ002294, SZ002341, SZ002353, SZ002474, SZ002524, SZ002546, SZ002564, SZ002661, SZ002664, SZ300020, SZ300022, SZ300039, SZ300087, SZ300106, SZ300110, SZ300127, SZ300177, SZ300199, SZ300204, SZ300205, SZ300208, SZ300215, SZ300228, SZ300239, SZ300298, SZ300309, SZ300322]"
2012-08-01,"[SH600199, SH600559, SH600613, SH600701, SH600858, SZ000564, SZ000790, SZ002139, SZ002341, SZ002353, SZ002417, SZ002474, SZ002524, SZ002546, SZ002564, SZ002641, SZ300020, SZ300022, SZ300039, SZ300087, SZ300127, SZ300177, SZ300190, SZ300204, SZ300205, SZ300208, SZ300212, SZ300215, SZ300228, SZ300232, SZ300239, SZ300244, SZ300261, SZ300298, SZ300309, SZ300322]"
2012-09-01,"[SH600199, SH600613, SH600701, SH600858, SH601566, SZ000070, SZ000790, SZ002101, SZ002139, SZ002294, SZ002341, SZ002417, SZ002474, SZ002564, SZ002641, SZ002664, SZ300004, SZ300020, SZ300022, SZ300087, SZ300110, SZ300166, SZ300177, SZ300190, SZ300199, SZ300204, SZ300205, SZ300215, SZ300228, SZ300232, SZ300239, SZ300309, SZ300322]"
